"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 09 18:17:37 GMT 2025","Wed Apr 09 18:17:38 GMT 2025","761","AI Coach Production API","C:/Users/visha/IdeaProjects/AI_Coach_Prod","Mainflow","Mainflow","GetPersonaDetails_GET","GetPersonaDetails_GET",""
"passed","Wed Apr 09 18:17:44 GMT 2025","Wed Apr 09 18:17:45 GMT 2025","867","AI Coach Production API","C:/Users/visha/IdeaProjects/AI_Coach_Prod","Mainflow","Mainflow","GetVideoDuration_GET","GetVideoDuration_GET",""
"passed","Wed Apr 09 18:17:45 GMT 2025","Wed Apr 09 18:17:46 GMT 2025","701","AI Coach Production API","C:/Users/visha/IdeaProjects/AI_Coach_Prod","Mainflow","Mainflow","ForgotPassword_POST","ForgotPassword_POST",""
"passed","Wed Apr 09 18:17:34 GMT 2025","Wed Apr 09 18:17:35 GMT 2025","713","AI Coach Production API","C:/Users/visha/IdeaProjects/AI_Coach_Prod","Mainflow","Mainflow","LanguageUpdate_PUT","LanguageUpdate_PUT",""
"passed","Wed Apr 09 18:17:38 GMT 2025","Wed Apr 09 18:17:41 GMT 2025","2972","AI Coach Production API","C:/Users/visha/IdeaProjects/AI_Coach_Prod","Mainflow","Mainflow","ChatWithPersona_POST","ChatWithPersona_POST",""
"passed","Wed Apr 09 18:17:34 GMT 2025","Wed Apr 09 18:17:34 GMT 2025","730","AI Coach Production API","C:/Users/visha/IdeaProjects/AI_Coach_Prod","Mainflow","Mainflow","GetLanguageList_GET","GetLanguageList_GET",""
"passed","Wed Apr 09 18:17:41 GMT 2025","Wed Apr 09 18:17:44 GMT 2025","3384","AI Coach Production API","C:/Users/visha/IdeaProjects/AI_Coach_Prod","Mainflow","Mainflow","GetFeedback_POST","GetFeedback_POST",""
"passed","Wed Apr 09 18:17:46 GMT 2025","Wed Apr 09 18:17:47 GMT 2025","714","AI Coach Production API","C:/Users/visha/IdeaProjects/AI_Coach_Prod","Mainflow","Mainflow","UserLogout_POST","UserLogout_POST",""
"passed","Wed Apr 09 18:17:30 GMT 2025","Wed Apr 09 18:17:33 GMT 2025","3575","AI Coach Production API","C:/Users/visha/IdeaProjects/AI_Coach_Prod","Mainflow","Mainflow","LoginUser_POST","LoginUser_POST",""
"passed","Wed Apr 09 18:17:36 GMT 2025","Wed Apr 09 18:17:37 GMT 2025","757","AI Coach Production API","C:/Users/visha/IdeaProjects/AI_Coach_Prod","Mainflow","Mainflow","GetRepositoryDetails_GET","GetRepositoryDetails_GET",""
"passed","Wed Apr 09 18:17:35 GMT 2025","Wed Apr 09 18:17:36 GMT 2025","698","AI Coach Production API","C:/Users/visha/IdeaProjects/AI_Coach_Prod","Mainflow","Mainflow","Language_GET","Language_GET",""
"passed","Wed Apr 09 18:17:36 GMT 2025","Wed Apr 09 18:17:36 GMT 2025","720","AI Coach Production API","C:/Users/visha/IdeaProjects/AI_Coach_Prod","Mainflow","Mainflow","UserPhoneDetails_GET","UserPhoneDetails_GET",""
